"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Mashpee/Falmouth","06/01/2013","9",-70.4830297222222,41.5737927777778,0,"Kim Justham","0230-?. Calm, clear, moderate noise (excessive noise from substation at Stop 2).                                                                                CHUCK-WILL'S-WIDOW  heard ENE at Stop 8.","2:30",NA,2013
"Massachusetts Military Reservation","06/19/2013","1",-70.5582205555556,41.6775155555556,1,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","10",-70.5376255555556,41.6926955555556,5,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","2",-70.5610119444444,41.6920566666667,4,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","3",-70.5517958333333,41.7054969444444,4,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","4",-70.5436569444444,41.721115,4,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","5",-70.5454419444444,41.735815,5,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","6",-70.5242105555556,41.7328813888889,8,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","7",-70.5064813888889,41.7268875,5,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","8",-70.5072094444444,41.7087047222222,4,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Massachusetts Military Reservation","06/19/2013","9",-70.5256786111111,41.7023561111111,2,"Stefanie Paventy, Thomas Vohoska & Conner White","2035-2252. Partly cloudy, calm, low noise.  Per usual, when there is a contradictory number of birds reported at a stop, the higest number is used.","20:35","22:52",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","1",-70.6296011111111,41.8060280555556,0,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","10",-70.5963322222222,41.9231425,1,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","2",-70.6199025,41.8259322222222,2,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","3",-70.6136838888889,41.8352855555556,1,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","4",-70.6327083333333,41.8518847222222,2,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","5",-70.6238502777778,41.8673883333333,2,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","6",-70.6288930555556,41.8866708333333,2,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","7",-70.6266497222222,41.9069258333333,0,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","8",-70.6240983333333,41.9208616666667,0,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Mast Road, Plymouth (Myles Standish)","06/01/2013","9",-70.6113719444444,41.9307525,0,"Trevor Lloyd-Evans","0201-0354.  Calm, clear, low noise, very few cars.","2:01","3:54",2013
"Nantucket Moors","06/19/2013","1",-70.0003933333333,41.3066930555556,0,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","10",-69.9817247222222,41.2621319444444,0,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","2",-69.9945502777778,41.2924022222222,0,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","3",-69.9747727777778,41.2849708333333,2,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","4",-69.9946844444444,41.2765186111111,1,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","5",-70.0132594444444,41.2845875,2,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","6",-70.0395977777778,41.2857072222222,1,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","7",-70.0472836111111,41.2714138888889,0,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","8",-70.0286208333333,41.2740988888889,1,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Nantucket Moors","06/19/2013","9",-70.0109869444444,41.2664627777778,0,"Julia Blyth, Tabatha Hawkins","2108-2325. Calm, clear, moderate noise, few cars.  Route has changed since lasy year: Last year's point 10 ommitted, point 2 added this year, last year's points 2-9 shifted down.  This should be the route moving forward.","21:08","23:25",2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","1",-70.5457327777778,41.8248119444444,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","10",-70.5718872222222,41.9233469444444,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","2",-70.5387880555556,41.8414436111111,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","3",-70.5526516666667,41.8506633333333,4,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","4",-70.5650272222222,41.8647244444444,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","5",-70.5791113888889,41.8733355555556,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","6",-70.5896030555556,41.8920822222222,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","7",-70.6021594444444,41.9088716666667,2,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","8",-70.6127461111111,41.9216994444444,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Old Sandwich Road, Plymouth (Pine Hills)","05/20/2013","9",-70.596725,41.9340152777778,0,"Stew Sanders, Ken Donovan",NA,NA,NA,2013
"Orchard Street Area, Byfield","05/20/2013","1",-71.0007716666667,42.7554861111111,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","10",-70.8517830555555,42.7608925,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","2",-70.9868905555556,42.7692872222222,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","3",-70.9749719444444,42.7796658333333,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","4",-70.9576066666667,42.768725,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","5",-70.9444783333333,42.7618033333333,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","6",-70.9327594444444,42.7494563888889,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
"Orchard Street Area, Byfield","05/20/2013","7",-70.9074775,42.7573325,0,"Lynette Leka","2109-0000: Calm, clear, moderate noise and a fair number of passing cars (0-6 per stop).  This the first running of this route in 2013; the second (June 19, 2013) detected zero whip-poor-wills.","21:09","0:00",2013
